	bin_name	genome_name	gene_callers_id	num_genomes_gene_cluster_has_hits	num_genes_in_gene_cluster	max_num_paralogs	SCG	functional_homogeneity_index	geometric_homogeneity_index	combined_homogeneity_index	COG20_FUNCTION_ACC	COG20_FUNCTION	Pfam_ACC	Pfam	KEGG_Module_ACC	KEGG_Module	KEGG_BRITE_ACC	KEGG_BRITE	COG20_PATHWAY_ACC	COG20_PATHWAY	COG20_CATEGORY_ACC	COG20_CAT_ACC	COG20_CATEGORY	KOfam_ACC	KOfam	KEGG_Class_ACC	KEGG_Class
GC_00001031	EVERYTHING	ASM1913465v1	1166	76	76	1	0	0.991109665	0.948199385	0.969179796	ND	ND	PF05628.17	Borrelia membrane protein P13	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001032	EVERYTHING	ASM2466215v1	1127	59	76	3	0	0.972006783	0.723473235	0.829524246	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001033	EVERYTHING	ASM1913465v1	1173	76	76	1	0	0.995403898	0.982265228	0.988790919	ND	ND	PF02414.20	Borrelia ORF-A	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001034	EVERYTHING	ASM1913465v1	1174	76	76	1	0	0.998706253	0.68826308	0.814920139	ND	ND	PF05714.16	Borrelia Bbcrasp-1 domain containing protein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001035	EVERYTHING	ASM2466215v1	1004	74	75	2	0	0.995452086	0.999619065	0.997531224	ND	ND	PF01672.21	Putative plasmid partition protein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001036	EVERYTHING	ASM1913465v1	134	75	75	1	0	0.990019311	0.99639102	0.993194947	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001037	EVERYTHING	ASM2466215v1	1098	73	73	1	0	0.986154291	0.826777379	0.899460331	COG4889	Predicted helicase (PDB:5FFJ)	PF18135.6	Type ISP C-terminal specificity domain	ND	ND	ND	ND	ND	ND	R	R	General function prediction only	ND	ND	ND	ND
GC_00001038	EVERYTHING	ASM215146v1	1278	47	73	5	0	0.956018222	0.723933981	0.823944962	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001039	EVERYTHING	ASM2466215v1	1009	73	73	1	0	0.980076226	0.917258899	0.947627679	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001040	EVERYTHING	ASM1913465v1	984	72	72	1	0	0.997575696	0.818561611	0.899246071	COG1002	"Type II restriction/modification system, endonuclease and methylase domains (YeeA) (PDB:5HR4)"	ND	ND	ND	ND	ND	ND	ND	ND	V	V	Defense mechanisms	ND	ND	ND	ND
GC_00001041	EVERYTHING	ASM1913465v1	985	72	72	1	0	0.994404246	0.995739901	0.995071625	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001042	EVERYTHING	ASM2466215v1	979	65	72	2	0	0.973020684	0.973549669	0.973285104	ND	ND	PF22487.1	Complement regulator-acquiring surface protein 2	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001043	EVERYTHING	ASM2466215v1	1000	71	71	1	0	0.992107233	1	0.996037981	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001044	EVERYTHING	ASM1913465v1	139	71	71	1	0	0.993526752	1	0.996752866	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001045	EVERYTHING	ASM2466215v1	1137	71	71	1	0	0.995729935	1	0.997860399	COG1192	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ (ParA) (PDB:6NOO)	PF13614.11	AAA domain	ND	ND	ko03036|ko04812	Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Other chromosome partitioning proteins|Cytoskeleton proteins>>>Prokaryotic cytoskeleton proteins>>>MinD / ParA class of bacterial cytoskeletal proteins	ND	ND	D|N	D	"Cell cycle control, cell division, chromosome partitioning|Cell motility"	K03496	chromosome partitioning protein	ND	ND
GC_00001046	EVERYTHING	ASM2466215v1	1138	71	71	1	0	0.984922617	0.995706861	0.99028538	ND	ND	PF02890.19	Borrelia family of unknown function DUF226	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001047	EVERYTHING	ASM2466215v1	1135	71	71	1	0	0.943663477	0.994982915	0.968643938	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001048	EVERYTHING	ASM2466215v1	1139	71	71	1	0	0.97561247	0.95538048	0.965390485	ND	ND	PF02414.20	Borrelia ORF-A	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001049	EVERYTHING	ASM2466215v1	1134	71	71	1	0	0.969598823	1	0.984564787	ND	ND	PF17044.10	Borrelial persistence in ticks protein A	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001050	EVERYTHING	ASM2466215v1	1144	47	70	3	0	0.906561864	0.745249922	0.818029226	ND	ND	PF02414.20	Borrelia ORF-A	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001051	EVERYTHING	ASM2466215v1	1007	70	70	1	0	0.985299465	0.996626984	0.990930854	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001052	EVERYTHING	ASM2466215v1	1140	70	70	1	0	0.974362388	0.946019944	0.959982016	COG1335	Nicotinamidase-related amidase (PncA) (PDB:1ILW)	PF00857.25	Isochorismatase family	ND	ND	ko00001|ko01000|ko01000	"KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]|Enzymes>>>3. Hydrolases>>>3.5  Acting on carbon-nitrogen bonds, other than peptide bonds>>>3.5.1  In linear amides>>>3.5.1.19  nicotinamidase|Enzymes>>>3. Hydrolases>>>3.5  Acting on carbon-nitrogen bonds, other than peptide bonds>>>3.5.1  In linear amides>>>3.5.1.-"	COG1335	Pyrimidine degradation	H|R	H	Coenzyme transport and metabolism|General function prediction only	K08281	nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-]	ND	ND
GC_00001053	EVERYTHING	ASM1913465v1	1156	63	69	3	0	0.960696344	0.947976448	0.954294011	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001054	EVERYTHING	ASM1913465v1	966	68	69	2	0	0.998318717	0.888292896	0.940097494	ND	ND	PF17472.7	Family of unknown function (DUF5425)	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001055	EVERYTHING	ASM1913465v1	912	66	68	3	0	0.995527192	0.956527014	0.97563751	COG1192	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ (ParA) (PDB:6NOO)	PF13614.11	AAA domain	ND	ND	ko03036|ko04812	Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Other chromosome partitioning proteins|Cytoskeleton proteins>>>Prokaryotic cytoskeleton proteins>>>MinD / ParA class of bacterial cytoskeletal proteins	ND	ND	D|N	D	"Cell cycle control, cell division, chromosome partitioning|Cell motility"	K03496	chromosome partitioning protein	ND	ND
GC_00001056	EVERYTHING	ASM1913465v1	993	68	68	1	0	1	0.956573379	0.977804757	ND	ND	PF01672.21	Putative plasmid partition protein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001057	EVERYTHING	ASM215146v1	1064	45	68	4	0	0.978160389	0.924850395	0.950758692	ND	ND	PF06780.16	Erp protein C-terminus	ND	ND	ko00001|ko00001|ko03019	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>03015 mRNA surveillance pathway [PATH:ko03015]|KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09125 Information processing in viruses>>>03250 Viral life cycle - HIV-1 [PATH:ko03250]|Messenger RNA biogenesis>>>Eukaryotic type>>>mRNA processing factors>>>3' end processing>>>Pre-mRNA cleavage factor Im (CFIm)	ND	ND	ND	ND	ND	K03646	colicin import membrane protein	ND	ND
GC_00001058	EVERYTHING	ASM1913465v1	954	47	66	3	0	0.980439539	0.85721521	0.914695957	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001059	EVERYTHING	ASM2466215v1	1042	28	66	7	0	0.843126497	0.624201741	0.717332378	ND	ND	PF02414.20	Borrelia ORF-A	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001060	EVERYTHING	ASM215146v1	950	64	65	2	0	0.996539204	0.97687277	0.986607992	COG1192	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ (ParA) (PDB:6NOO)	PF13614.11	AAA domain	ND	ND	ko03036|ko04812	Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Other chromosome partitioning proteins|Cytoskeleton proteins>>>Prokaryotic cytoskeleton proteins>>>MinD / ParA class of bacterial cytoskeletal proteins	ND	ND	D|N	D	"Cell cycle control, cell division, chromosome partitioning|Cell motility"	K03496	chromosome partitioning protein	ND	ND
GC_00001061	EVERYTHING	ASM215146v1	951	64	64	1	0	0.995478164	1	0.997733958	ND	ND	PF01672.21	Putative plasmid partition protein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001062	EVERYTHING	ASM215146v1	816	60	64	2	0	0.996335087	0.866202572	0.926722755	COG4748	"Uncharacterized conserved protein, contains restriction enzyme R protein N terminal (HSDR_N) domain"	PF04313.19	Type I restriction enzyme R protein N terminus (HSDR_N)	ND	ND	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09192 Unclassified: genetic information processing>>>99998 Others	ND	ND	S	S	Function unknown	K07504	predicted type IV restriction endonuclease	ND	ND
GC_00001063	EVERYTHING	ASM215146v1	992	35	64	4	0	0.982311751	0.756708066	0.854876084	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001064	EVERYTHING	ASM215146v1	893	34	63	2	0	0.9776939	0.639649794	0.773344224	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001065	EVERYTHING	ASM1913465v1	960	45	62	6	0	0.991790335	0.678574341	0.805816218	COG1002	"Type II restriction/modification system, endonuclease and methylase domains (YeeA) (PDB:5HR4)"	ND	ND	ND	ND	ND	ND	ND	ND	V	V	Defense mechanisms	ND	ND	ND	ND
GC_00001066	EVERYTHING	ASM2466215v1	992	61	62	2	0	0.970673442	1	0.985118509	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001067	EVERYTHING	ASM215146v1	969	62	62	1	0	0.969628422	1	0.984580047	COG1192	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ (ParA) (PDB:6NOO)	PF13614.11	AAA domain	ND	ND	ko03036|ko04812	Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Other chromosome partitioning proteins|Cytoskeleton proteins>>>Prokaryotic cytoskeleton proteins>>>MinD / ParA class of bacterial cytoskeletal proteins	ND	ND	D|N	D	"Cell cycle control, cell division, chromosome partitioning|Cell motility"	K03496	chromosome partitioning protein	ND	ND
GC_00001068	EVERYTHING	ASM215146v1	968	62	62	1	0	0.954560836	0.991622632	0.972738844	ND	ND	PF01672.21	Putative plasmid partition protein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001069	EVERYTHING	ASM215146v1	970	62	62	1	0	0.947146949	0.990182367	0.968186669	ND	ND	PF02890.19	Borrelia family of unknown function DUF226	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001070	EVERYTHING	ASM2466215v1	1027	43	62	3	0	0.948971297	0.746820808	0.835847164	ND	ND	PF05537.16	Borrelia burgdorferi protein of unknown function (DUF759)	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001071	EVERYTHING	ASM215146v1	971	62	62	1	0	0.924106519	0.982387793	0.952356331	ND	ND	PF02414.20	Borrelia ORF-A	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001072	EVERYTHING	ASM215146v1	1065	39	61	4	0	1	1	1	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001073	EVERYTHING	ASM1913465v1	868	36	61	3	0	0.907468419	0.721509896	0.803874967	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001074	EVERYTHING	ASM215148v1	1225	44	61	2	0	0.986123771	0.993800753	0.989947379	ND	ND	PF06780.16	Erp protein C-terminus	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001075	EVERYTHING	ASM1913465v1	875	50	61	3	0	0.967083892	0.781405476	0.864385752	ND	ND	PF02414.20	Borrelia ORF-A	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001076	EVERYTHING	ASM1913465v1	1115	59	60	2	0	0.998199762	0.9708634	0.984341827	ND	ND	PF01672.21	Putative plasmid partition protein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001077	EVERYTHING	ASM2466217v1	820	44	60	2	0	0.99852028	0.986022194	0.992231882	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001078	EVERYTHING	ASM2466217v1	819	44	60	2	0	0.999261068	0.971676666	0.985275837	COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC (TsaC) (PDB:1HRU)	PF01300.23	Telomere recombination	ND	ND	ko01000|ko03009|ko03016|ko03016	Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.7  Nucleotidyltransferases>>>2.7.7.87  L-threonylcarbamoyladenylate synthase|Ribosome biogenesis>>>Prokaryotic type>>>Other maturation factors|Transfer RNA biogenesis>>>Eukaryotic type>>>tRNA modification factors>>>Other tRNA modification factors|Transfer RNA biogenesis>>>Prokaryotic type>>>tRNA modification factors>>>Other tRNA modification factors	COG0009	tRNA modification	J	J	"Translation, ribosomal structure and biogenesis"	K07566	L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]	ND	ND
GC_00001079	EVERYTHING	ASM1913465v1	956	45	60	2	0	0.995209929	0.948248524	0.971161843	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001080	EVERYTHING	ASM215146v1	976	60	60	1	0	0.979029194	1	0.989403488	COG1136	"ABC-type lipoprotein export system, ATPase component (LolD) (PDB:5GKO)"	PF00005.32	ABC transporter	ND	ND	ND	ND	ND	ND	M	M	Cell wall/membrane/envelope biogenesis	ND	ND	ND	ND
GC_00001081	EVERYTHING	ASM2466215v1	1324	59	60	2	0	0.99664707	0.988458433	0.992535862	COG1192	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ (ParA) (PDB:6NOO)	PF13614.11	AAA domain	ND	ND	ko03036|ko04812	Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Other chromosome partitioning proteins|Cytoskeleton proteins>>>Prokaryotic cytoskeleton proteins>>>MinD / ParA class of bacterial cytoskeletal proteins	ND	ND	D|N	D	"Cell cycle control, cell division, chromosome partitioning|Cell motility"	K03496	chromosome partitioning protein	ND	ND
GC_00001082	EVERYTHING	ASM215146v1	975	60	60	1	0	0.954365346	0.996169745	0.974819564	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001083	EVERYTHING	ASM215146v1	978	60	60	1	0	0.972970632	0.997256852	0.984964059	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001084	EVERYTHING	ASM215146v1	1088	60	60	1	0	0.921134785	0.942850861	0.931866323	ND	ND	PF02352.20	Decorin binding protein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001085	EVERYTHING	ASM215146v1	977	60	60	1	0	0.981443432	0.943150134	0.961915826	COG4591	"ABC-type transport system involved in lipoprotein release, permease component LolC (LolE) (PDB:6F49)"	PF02687.26	FtsX-like permease family	ND	ND	ko02000	"Transporters>>>ABC transporters, prokaryotic type>>>ABC-2 type and other transporters>>>Putative ABC transporter"	ND	ND	M	M	Cell wall/membrane/envelope biogenesis	K02004	putative ABC transport system permease protein	ND	ND
GC_00001086	EVERYTHING	ASM2466217v1	1188	59	60	2	0	0.954778138	0.995706457	0.974812884	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001087	EVERYTHING	ASM215146v1	973	60	60	1	0	0.950030769	0.996302574	0.972616642	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001088	EVERYTHING	ASM215146v1	974	60	60	1	0	0.935720578	0.9949059	0.964406046	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001089	EVERYTHING	ASM1913465v1	1114	59	59	1	0	0.99905634	0.969611614	0.98411378	COG1192	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ (ParA) (PDB:6NOO)	PF13614.11	AAA domain	ND	ND	ko03036|ko04812	Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Other chromosome partitioning proteins|Cytoskeleton proteins>>>Prokaryotic cytoskeleton proteins>>>MinD / ParA class of bacterial cytoskeletal proteins	ND	ND	D|N	D	"Cell cycle control, cell division, chromosome partitioning|Cell motility"	K03496	chromosome partitioning protein	ND	ND
GC_00001090	EVERYTHING	ASM1913465v1	955	44	57	2	0	0.998942669	1	0.999471055	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001091	EVERYTHING	ASM1913465v1	950	41	56	4	0	0.933857697	0.835285674	0.881825598	ND	ND	PF00921.22	Borrelia lipoprotein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001092	EVERYTHING	ASM215146v1	863	46	55	3	0	0.936429366	0.70842489	0.8066245	COG1002	"Type II restriction/modification system, endonuclease and methylase domains (YeeA) (PDB:5HR4)"	ND	ND	ND	ND	ND	ND	ND	ND	V	V	Defense mechanisms	ND	ND	ND	ND
GC_00001093	EVERYTHING	ASM1913465v1	1161	54	55	2	0	0.995790617	0.840077518	0.911330497	COG1002	"Type II restriction/modification system, endonuclease and methylase domains (YeeA) (PDB:5HR4)"	ND	ND	ND	ND	ND	ND	ND	ND	V	V	Defense mechanisms	ND	ND	ND	ND
GC_00001094	EVERYTHING	ASM215146v1	890	34	55	2	0	0.997662071	0.916187034	0.955190304	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001095	EVERYTHING	ASM1913465v1	1122	55	55	1	0	0.979202359	0.943468355	0.961003288	ND	ND	PF07268.16	Exported protein precursor (EppA/BapA)	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001096	EVERYTHING	ASM2466219v1	861	34	54	2	0	0.986112283	0.802303667	0.884762295	ND	ND	PF05628.17	Borrelia membrane protein P13	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001097	EVERYTHING	ASM1913465v1	861	39	54	3	0	0.990286763	0.914388827	0.950825596	COG1002	"Type II restriction/modification system, endonuclease and methylase domains (YeeA) (PDB:5HR4)"	PF07669.16	Eco57I restriction-modification methylase	ND	ND	ko01000|ko02048	Enzymes>>>2. Transferases>>>2.1  Transferring one-carbon groups>>>2.1.1  Methyltransferases>>>2.1.1.72  site-specific DNA-methyltransferase (adenine-specific)|Prokaryotic defense system>>>Restriction and modification system (R-M system)>>>Type I R-M system	ND	ND	V	V	Defense mechanisms	K07317	adenine-specific DNA-methyltransferase [EC:2.1.1.72]	ND	ND
GC_00001098	EVERYTHING	ASM215148v1	1219	33	54	2	0	0.880811798	0.670573973	0.761447576	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001099	EVERYTHING	ASM2466215v1	871	50	54	2	0	0.890861806	0.903173112	0.896975217	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001100	EVERYTHING	ASM215146v1	964	35	54	3	0	0.969062318	0.658592221	0.784216662	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001101	EVERYTHING	ASM2466215v1	865	52	52	1	0	0.998083737	0.957087554	0.97715584	COG1192	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ (ParA) (PDB:6NOO)	PF13614.11	AAA domain	ND	ND	ko03036|ko04812	Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Other chromosome partitioning proteins|Cytoskeleton proteins>>>Prokaryotic cytoskeleton proteins>>>MinD / ParA class of bacterial cytoskeletal proteins	ND	ND	D|N	D	"Cell cycle control, cell division, chromosome partitioning|Cell motility"	K03496	chromosome partitioning protein	ND	ND
GC_00001102	EVERYTHING	ASM215148v1	1226	37	52	2	0	0.948672157	0.716338518	0.816295556	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001103	EVERYTHING	ASM2466219v1	1025	30	52	4	0	0.918212303	0.685171823	0.784756675	COG1192	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ (ParA) (PDB:6NOO)	PF02890.19	Borrelia family of unknown function DUF226	ND	ND	ND	ND	ND	ND	D|N	D	"Cell cycle control, cell division, chromosome partitioning|Cell motility"	ND	ND	ND	ND
GC_00001104	EVERYTHING	ASM2466217v1	817	37	51	2	0	0.996355353	0.965916212	0.980899693	COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC (TsaC) (PDB:1HRU)	ND	ND	ND	ND	ND	ND	COG0009	tRNA modification	J	J	"Translation, ribosomal structure and biogenesis"	ND	ND	ND	ND
GC_00001105	EVERYTHING	ASM215146v1	991	35	51	2	0	0.998720623	1	0.999359902	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001106	EVERYTHING	ASM215146v1	988	35	51	2	0	0.995184368	0.980006023	0.987536876	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001107	EVERYTHING	ASM215146v1	990	35	51	2	0	0.994825545	0.9635312	0.978928332	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001108	EVERYTHING	ASM215146v1	989	35	51	2	0	0.995578489	1	0.997784346	ND	ND	PF17044.10	Borrelial persistence in ticks protein A	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001109	EVERYTHING	ASM1913465v1	951	27	51	3	0	0.915017986	0.969474247	0.941459304	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001110	EVERYTHING	ASM1913465v1	971	51	51	1	0	0.993279508	1	0.996628425	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001111	EVERYTHING	ASM215148v1	1210	51	51	1	0	0.983059948	1	0.99145762	COG1192	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ (ParA) (PDB:6NOO)	PF02890.19	Borrelia family of unknown function DUF226	ND	ND	ND	ND	ND	ND	D|N	D	"Cell cycle control, cell division, chromosome partitioning|Cell motility"	ND	ND	ND	ND
GC_00001112	EVERYTHING	ASM1913465v1	827	41	50	2	0	0.99505556	0.980409117	0.987678043	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001113	EVERYTHING	ASM1913465v1	1182	48	50	2	0	0.971804135	0.8238022	0.891703676	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001114	EVERYTHING	ASM1913465v1	707	49	49	1	0	0.999710523	1	0.99985524	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001115	EVERYTHING	ASM1913465v1	816	49	49	1	0	0.988754782	0.806064217	0.88811167	COG1002	"Type II restriction/modification system, endonuclease and methylase domains (YeeA) (PDB:5HR4)"	ND	ND	ND	ND	ND	ND	ND	ND	V	V	Defense mechanisms	ND	ND	ND	ND
GC_00001116	EVERYTHING	ASM215148v1	1209	49	49	1	0	0.981367144	0.96783999	0.974556629	ND	ND	PF02414.20	Borrelia ORF-A	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001117	EVERYTHING	ASM2466215v1	971	49	49	1	0	0.996803238	0.925596411	0.959881053	ND	ND	PF05714.16	Borrelia Bbcrasp-1 domain containing protein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001118	EVERYTHING	ASM2466215v1	1124	45	48	2	0	0.975819337	0.967410848	0.9715969	ND	ND	PF02890.19	Borrelia family of unknown function DUF226	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001119	EVERYTHING	ASM2466215v1	1125	45	48	2	0	0.979980348	0.940958294	0.960072973	COG0305	Replicative DNA helicase (DnaB) (PDB:1B79)	PF03796.20	DnaB-like helicase C terminal domain	ND	ND	ko00001|ko00001|ko01000|ko03032	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09124 Replication and repair>>>03030 DNA replication [PATH:ko03030]|KEGG Orthology (KO)>>>09140 Cellular Processes>>>09143 Cell growth and death>>>04112 Cell cycle - Caulobacter [PATH:ko04112]|Enzymes>>>5. Isomerases>>>5.6  Isomerases altering macromolecular conformation>>>5.6.2  Enzymes altering nucleic acid conformation>>>5.6.2.3  DNA 5'-3' helicase|DNA replication proteins>>>Prokaryotic type>>>DNA Replication Initiation Factors>>>Initiation factors (bacterial)	ND	ND	L	L	"Replication, recombination and repair"	K02314	replicative DNA helicase [EC:5.6.2.3]	ND	ND
GC_00001120	EVERYTHING	ASM215146v1	1267	38	47	4	0	0.98222727	0.860068778	0.917097997	ND	ND	PF06780.16	Erp protein C-terminus	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001121	EVERYTHING	ASM2466215v1	1121	45	45	1	0	0.978985765	0.978430218	0.978707912	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001122	EVERYTHING	ASM2466219v1	1032	40	45	2	0	0.952041404	0.710039388	0.813422427	ND	ND	PF00589.27	Phage integrase family	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
